Lexical item,Level,Count,Total,Frequency,TFIDF,Tree,Context count,Context total,Context frequency,Context TFIDF,Context tree
decir unas palabras,B2,2,76643,2.6095011938467962e-05,4.653886336352726e-05,"(5, 5, 5.0, 4, 5, 4.5)",920.6,76643,0.012011533995276803,0.0041767634309622,"(3.2, 17.4, 7.0739709613261565, 2.2, 12.8, 4.562777420640985)"
declaración de la renta,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
declaración oficial,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
declarar,B1,2,76643,2.6095011938467962e-05,0.000114420934871184,"(3, 9, 6.0, 2, 4, 3.0)",438.875,76643,0.005726224182247564,0.0026407323926424813,"(4.125, 18.75, 8.306105728490419, 2.125, 10.125, 4.44042782603693)"
declarar culpable,B1,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
declarar inocente,B1,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
declarar la guerra,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
declararse,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decoración,B1,1,76643,1.3047505969233981e-05,4.42075199987373e-05,"(7, 7, 7.0, 3, 3, 3.0)",919.6666666666666,76643,0.011999356323038852,0.003098575919499083,"(3, 18.333333333333332, 7.4356899636906935, 2, 11.333333333333334, 4.246065044040235)"
decorado,B2,1,76643,1.3047505969233981e-05,1.494821402247903e-05,"(10, 10, 10.0, 4, 4, 4.0)",539.8,76643,0.007043043722192503,0.004341992111875116,"(3.8, 21.4, 8.639609560970822, 1.8, 11.4, 4.527244022348197)"
decorar,B1,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decretar,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
dedicarse,A1,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
dedicarse a,A1,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
dedo,A2,15,76643,0.0001957125895385097,0.00042647733785262194,"(4, 15, 9.0, 2, 8, 4.333333333333333)",345.05555555555554,76643,0.004502114420828459,0.002667400797462068,"(3.9444444444444446, 19.305555555555557, 8.544167503022507, 2.1666666666666665, 10.63888888888889, 4.67695956461364)"
deducción,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deducir,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deducir una regla,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
defender,B2,1,76643,1.3047505969233981e-05,7.573419225931438e-06,"(11, 11, 11.0, 9, 9, 9.0)",980.6,76643,0.012794384353430843,0.004811789898955702,"(5.6, 19.8, 9.034238907422324, 4.2, 15.6, 6.274993350586976)"
defender una tesis,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
defensor,A2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deforestación,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
degradar,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
degustación,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
dejar,B1,77,76643,0.0010046579596310165,0.0013141972238921488,"(2, 24, 8.428571428571429, 2, 12, 5.116883116883117)",155.52023121387282,76643,0.002029151145099655,0.0016929534010424795,"(3.5491329479768785, 17.982658959537574, 8.216248848236509, 2.1271676300578033, 10.589595375722544, 4.7748927229555385)"
dejar dinero,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
dejar la cama hecha,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
dejar la casa limpia,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
dejar la casa recogida,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
dejar la mesa puesta,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
